[Model: LM_LSTM_VAR_DROPOUT, Optimizer: SGD, Hidden-size: 250, Embedding-size: 250, Learning-rate: 10]
[Epoch: 1, PPL: 492.6261, Best PPL: 492.6261]
[Epoch: 2, PPL: 408.0096, Best PPL: 408.0096]
[Epoch: 3, PPL: 346.6143, Best PPL: 346.6143]
[Epoch: 4, PPL: 322.3322, Best PPL: 322.3322]
[Epoch: 5, PPL: 309.1470, Best PPL: 309.1470]
[Epoch: 6, PPL: 298.3045, Best PPL: 298.3045]
[Epoch: 7, PPL: 283.1882, Best PPL: 283.1882]
[Epoch: 8, PPL: 274.0949, Best PPL: 274.0949]
[Epoch: 9, PPL: 270.5907, Best PPL: 270.5907]
[Epoch: 10, PPL: 256.9272, Best PPL: 256.9272]
[Epoch: 11, PPL: 253.2880, Best PPL: 253.2880]
[Epoch: 12, PPL: 246.4308, Best PPL: 246.4308]
[Epoch: 13, PPL: 253.4917, Best PPL: 246.4308]
[Epoch: 14, PPL: 234.0259, Best PPL: 234.0259]
[Epoch: 15, PPL: 230.3668, Best PPL: 230.3668]
[Epoch: 16, PPL: 225.2744, Best PPL: 225.2744]
[Epoch: 17, PPL: 225.7442, Best PPL: 225.2744]
[Epoch: 18, PPL: 228.5398, Best PPL: 225.2744]
[Epoch: 19, PPL: 223.2186, Best PPL: 223.2186]
[Epoch: 20, PPL: 210.6621, Best PPL: 210.6621]
[Epoch: 21, PPL: 213.2508, Best PPL: 210.6621]
[Epoch: 22, PPL: 211.8964, Best PPL: 210.6621]
[Epoch: 23, PPL: 206.1510, Best PPL: 206.1510]
[Epoch: 24, PPL: 203.8703, Best PPL: 203.8703]
[Epoch: 25, PPL: 200.2758, Best PPL: 200.2758]
[Epoch: 26, PPL: 202.2394, Best PPL: 200.2758]
[Epoch: 27, PPL: 198.4222, Best PPL: 198.4222]
[Epoch: 28, PPL: 194.1094, Best PPL: 194.1094]
[Epoch: 29, PPL: 199.1797, Best PPL: 194.1094]
[Epoch: 30, PPL: 195.5284, Best PPL: 194.1094]
[Epoch: 31, PPL: 189.0548, Best PPL: 189.0548]
[Epoch: 32, PPL: 188.9340, Best PPL: 188.9340]
[Epoch: 33, PPL: 186.6144, Best PPL: 186.6144]
[Epoch: 34, PPL: 184.8517, Best PPL: 184.8517]
[Epoch: 35, PPL: 189.4635, Best PPL: 184.8517]
[Epoch: 36, PPL: 183.9416, Best PPL: 183.9416]
[Epoch: 37, PPL: 179.8887, Best PPL: 179.8887]
[Epoch: 38, PPL: 183.8554, Best PPL: 179.8887]
[Epoch: 39, PPL: 177.9014, Best PPL: 177.9014]
[Epoch: 40, PPL: 187.4783, Best PPL: 177.9014]
[Epoch: 41, PPL: 178.7424, Best PPL: 177.9014]
[Epoch: 42, PPL: 177.8935, Best PPL: 177.8935]
[Epoch: 43, PPL: 176.7683, Best PPL: 176.7683]
[Epoch: 44, PPL: 179.4097, Best PPL: 176.7683]
[Epoch: 45, PPL: 174.8080, Best PPL: 174.8080]
[Epoch: 46, PPL: 176.4925, Best PPL: 174.8080]
[Epoch: 47, PPL: 172.3621, Best PPL: 172.3621]
[Epoch: 48, PPL: 172.7202, Best PPL: 172.3621]
[Epoch: 49, PPL: 174.9772, Best PPL: 172.3621]
[Epoch: 50, PPL: 170.1354, Best PPL: 170.1354]
[Epoch: 51, PPL: 169.4040, Best PPL: 169.4040]
[Epoch: 52, PPL: 172.8967, Best PPL: 169.4040]
[Epoch: 53, PPL: 169.6709, Best PPL: 169.4040]
[Epoch: 54, PPL: 167.3421, Best PPL: 167.3421]
[Epoch: 55, PPL: 166.5706, Best PPL: 166.5706]
[Epoch: 56, PPL: 169.8054, Best PPL: 166.5706]
[Epoch: 57, PPL: 165.6707, Best PPL: 165.6707]
[Epoch: 58, PPL: 165.4665, Best PPL: 165.4665]
[Epoch: 59, PPL: 164.8009, Best PPL: 164.8009]
[Epoch: 60, PPL: 163.6707, Best PPL: 163.6707]
[Epoch: 61, PPL: 164.3144, Best PPL: 163.6707]
[Epoch: 62, PPL: 164.8035, Best PPL: 163.6707]
[Epoch: 63, PPL: 166.6564, Best PPL: 163.6707]
[Epoch: 64, PPL: 164.4794, Best PPL: 163.6707]
[Epoch: 65, PPL: 161.9028, Best PPL: 161.9028]
[Epoch: 66, PPL: 162.0290, Best PPL: 161.9028]
[Epoch: 67, PPL: 162.6095, Best PPL: 161.9028]
[Epoch: 68, PPL: 163.1657, Best PPL: 161.9028]
[Epoch: 69, PPL: 161.6258, Best PPL: 161.6258]
[Epoch: 70, PPL: 167.4923, Best PPL: 161.6258]
[Epoch: 71, PPL: 161.8709, Best PPL: 161.6258]
