[Optimizer: SGD, Hidden-size: 150, Embedding-size: 350, Learning-rate: 0.5]
[Epoch: 1, PPL: 387.9957, Best PPL: 387.9957]
[Epoch: 2, PPL: 320.7728, Best PPL: 320.7728]
[Epoch: 3, PPL: 283.0598, Best PPL: 283.0598]
[Epoch: 4, PPL: 265.0797, Best PPL: 265.0797]
[Epoch: 5, PPL: 254.5449, Best PPL: 254.5449]
[Epoch: 6, PPL: 238.0754, Best PPL: 238.0754]
[Epoch: 7, PPL: 229.8534, Best PPL: 229.8534]
[Epoch: 8, PPL: 225.8216, Best PPL: 225.8216]
[Epoch: 9, PPL: 220.7033, Best PPL: 220.7033]
[Epoch: 10, PPL: 210.0228, Best PPL: 210.0228]
[Epoch: 11, PPL: 206.5198, Best PPL: 206.5198]
[Epoch: 12, PPL: 207.1205, Best PPL: 206.5198]
[Epoch: 13, PPL: 199.7799, Best PPL: 199.7799]
[Epoch: 14, PPL: 197.1214, Best PPL: 197.1214]
[Epoch: 15, PPL: 199.7116, Best PPL: 197.1214]
[Epoch: 16, PPL: 193.2989, Best PPL: 193.2989]
[Epoch: 17, PPL: 191.3619, Best PPL: 191.3619]
[Epoch: 18, PPL: 192.8728, Best PPL: 191.3619]
[Epoch: 19, PPL: 187.0801, Best PPL: 187.0801]
[Epoch: 20, PPL: 186.2258, Best PPL: 186.2258]
[Epoch: 21, PPL: 188.5019, Best PPL: 186.2258]
[Epoch: 22, PPL: 181.9121, Best PPL: 181.9121]
[Epoch: 23, PPL: 181.6744, Best PPL: 181.6744]
[Epoch: 24, PPL: 181.5459, Best PPL: 181.5459]
[Epoch: 25, PPL: 179.1623, Best PPL: 179.1623]
[Epoch: 26, PPL: 180.0936, Best PPL: 179.1623]
[Epoch: 27, PPL: 177.8127, Best PPL: 177.8127]
[Epoch: 28, PPL: 181.7067, Best PPL: 177.8127]
[Epoch: 29, PPL: 177.3708, Best PPL: 177.3708]
[Epoch: 30, PPL: 175.2484, Best PPL: 175.2484]
[Epoch: 31, PPL: 176.1404, Best PPL: 175.2484]
[Epoch: 32, PPL: 175.5709, Best PPL: 175.2484]
[Epoch: 33, PPL: 175.1934, Best PPL: 175.1934]
[Epoch: 34, PPL: 174.1344, Best PPL: 174.1344]
[Epoch: 35, PPL: 175.5892, Best PPL: 174.1344]
[Epoch: 36, PPL: 172.4906, Best PPL: 172.4906]
[Epoch: 37, PPL: 171.2012, Best PPL: 171.2012]
[Epoch: 38, PPL: 173.2952, Best PPL: 171.2012]
[Epoch: 39, PPL: 170.8139, Best PPL: 170.8139]
[Epoch: 40, PPL: 171.4462, Best PPL: 170.8139]
[Epoch: 41, PPL: 171.6158, Best PPL: 170.8139]
[Epoch: 42, PPL: 171.4691, Best PPL: 170.8139]
[Epoch: 43, PPL: 171.2810, Best PPL: 170.8139]
[Epoch: 44, PPL: 171.1121, Best PPL: 170.8139]
[Final PPL: 161.0591]
