[Optimizer: SGD, Hidden-size: 250, Embedding-size: 350, Learning-rate: 0.05]
[Epoch: 1, PPL: 1887.9253, Best PPL: 1887.9253]
[Epoch: 2, PPL: 923.0014, Best PPL: 923.0014]
[Epoch: 3, PPL: 738.5719, Best PPL: 738.5719]
[Epoch: 4, PPL: 647.6175, Best PPL: 647.6175]
[Epoch: 5, PPL: 590.7029, Best PPL: 590.7029]
[Epoch: 6, PPL: 550.3025, Best PPL: 550.3025]
[Epoch: 7, PPL: 518.9679, Best PPL: 518.9679]
[Epoch: 8, PPL: 493.6160, Best PPL: 493.6160]
[Epoch: 9, PPL: 472.8458, Best PPL: 472.8458]
[Epoch: 10, PPL: 454.1466, Best PPL: 454.1466]
[Epoch: 11, PPL: 437.8726, Best PPL: 437.8726]
[Epoch: 12, PPL: 424.3207, Best PPL: 424.3207]
[Epoch: 13, PPL: 411.8998, Best PPL: 411.8998]
[Epoch: 14, PPL: 400.8662, Best PPL: 400.8662]
[Epoch: 15, PPL: 390.8006, Best PPL: 390.8006]
[Epoch: 16, PPL: 381.7735, Best PPL: 381.7735]
[Epoch: 17, PPL: 373.2919, Best PPL: 373.2919]
[Epoch: 18, PPL: 365.3336, Best PPL: 365.3336]
[Epoch: 19, PPL: 358.2128, Best PPL: 358.2128]
[Epoch: 20, PPL: 351.6240, Best PPL: 351.6240]
[Epoch: 21, PPL: 345.6899, Best PPL: 345.6899]
[Epoch: 22, PPL: 339.5730, Best PPL: 339.5730]
[Epoch: 23, PPL: 333.6850, Best PPL: 333.6850]
[Epoch: 24, PPL: 328.1066, Best PPL: 328.1066]
[Epoch: 25, PPL: 323.6715, Best PPL: 323.6715]
[Epoch: 26, PPL: 318.5777, Best PPL: 318.5777]
[Epoch: 27, PPL: 314.7958, Best PPL: 314.7958]
[Epoch: 28, PPL: 310.1747, Best PPL: 310.1747]
[Epoch: 29, PPL: 306.3349, Best PPL: 306.3349]
[Epoch: 30, PPL: 302.3293, Best PPL: 302.3293]
[Epoch: 31, PPL: 298.8133, Best PPL: 298.8133]
[Epoch: 32, PPL: 295.3697, Best PPL: 295.3697]
[Epoch: 33, PPL: 292.2148, Best PPL: 292.2148]
[Epoch: 34, PPL: 288.9144, Best PPL: 288.9144]
[Epoch: 35, PPL: 285.7043, Best PPL: 285.7043]
[Epoch: 36, PPL: 282.7559, Best PPL: 282.7559]
[Epoch: 37, PPL: 280.1333, Best PPL: 280.1333]
[Epoch: 38, PPL: 277.5523, Best PPL: 277.5523]
[Epoch: 39, PPL: 274.6816, Best PPL: 274.6816]
[Epoch: 40, PPL: 272.9366, Best PPL: 272.9366]
[Epoch: 41, PPL: 269.7239, Best PPL: 269.7239]
[Epoch: 42, PPL: 267.7189, Best PPL: 267.7189]
[Epoch: 43, PPL: 265.2250, Best PPL: 265.2250]
[Epoch: 44, PPL: 263.5746, Best PPL: 263.5746]
[Epoch: 45, PPL: 261.6660, Best PPL: 261.6660]
[Epoch: 46, PPL: 258.9377, Best PPL: 258.9377]
[Epoch: 47, PPL: 257.3958, Best PPL: 257.3958]
[Epoch: 48, PPL: 255.4280, Best PPL: 255.4280]
[Epoch: 49, PPL: 253.7541, Best PPL: 253.7541]
[Epoch: 50, PPL: 251.6487, Best PPL: 251.6487]
[Epoch: 51, PPL: 250.2876, Best PPL: 250.2876]
[Epoch: 52, PPL: 248.4096, Best PPL: 248.4096]
[Epoch: 53, PPL: 246.5024, Best PPL: 246.5024]
[Epoch: 54, PPL: 245.2559, Best PPL: 245.2559]
[Epoch: 55, PPL: 243.6627, Best PPL: 243.6627]
[Epoch: 56, PPL: 242.1265, Best PPL: 242.1265]
[Epoch: 57, PPL: 240.3156, Best PPL: 240.3156]
[Epoch: 58, PPL: 238.7818, Best PPL: 238.7818]
[Epoch: 59, PPL: 238.0942, Best PPL: 238.0942]
[Epoch: 60, PPL: 236.2387, Best PPL: 236.2387]
[Epoch: 61, PPL: 235.2210, Best PPL: 235.2210]
[Epoch: 62, PPL: 233.4928, Best PPL: 233.4928]
[Epoch: 63, PPL: 232.4341, Best PPL: 232.4341]
[Epoch: 64, PPL: 231.4537, Best PPL: 231.4537]
[Epoch: 65, PPL: 229.8964, Best PPL: 229.8964]
[Epoch: 66, PPL: 229.4790, Best PPL: 229.4790]
[Epoch: 67, PPL: 227.6524, Best PPL: 227.6524]
[Epoch: 68, PPL: 226.7430, Best PPL: 226.7430]
[Epoch: 69, PPL: 225.9169, Best PPL: 225.9169]
[Epoch: 70, PPL: 224.7480, Best PPL: 224.7480]
[Epoch: 71, PPL: 223.3381, Best PPL: 223.3381]
