[Optimizer: SGD, Hidden-size: 150, Embedding-size: 300, Learning-rate: 0.05]
[Epoch: 1, PPL: 829.3571, Best PPL: 829.3571]
[Epoch: 2, PPL: 636.4595, Best PPL: 636.4595]
[Epoch: 3, PPL: 559.2395, Best PPL: 559.2395]
[Epoch: 4, PPL: 513.8683, Best PPL: 513.8683]
[Epoch: 5, PPL: 482.4028, Best PPL: 482.4028]
[Epoch: 6, PPL: 457.5633, Best PPL: 457.5633]
[Epoch: 7, PPL: 438.3569, Best PPL: 438.3569]
[Epoch: 8, PPL: 421.9979, Best PPL: 421.9979]
[Epoch: 9, PPL: 407.8803, Best PPL: 407.8803]
[Epoch: 10, PPL: 396.1364, Best PPL: 396.1364]
[Epoch: 11, PPL: 385.3433, Best PPL: 385.3433]
[Epoch: 12, PPL: 375.9561, Best PPL: 375.9561]
[Epoch: 13, PPL: 367.0468, Best PPL: 367.0468]
[Epoch: 14, PPL: 359.3092, Best PPL: 359.3092]
[Epoch: 15, PPL: 352.2110, Best PPL: 352.2110]
[Epoch: 16, PPL: 345.5014, Best PPL: 345.5014]
[Epoch: 17, PPL: 339.6293, Best PPL: 339.6293]
[Epoch: 18, PPL: 334.2469, Best PPL: 334.2469]
[Epoch: 19, PPL: 328.7242, Best PPL: 328.7242]
[Epoch: 20, PPL: 323.9684, Best PPL: 323.9684]
[Epoch: 21, PPL: 319.3973, Best PPL: 319.3973]
[Epoch: 22, PPL: 315.2893, Best PPL: 315.2893]
[Epoch: 23, PPL: 310.9696, Best PPL: 310.9696]
[Epoch: 24, PPL: 307.0512, Best PPL: 307.0512]
[Epoch: 25, PPL: 303.7665, Best PPL: 303.7665]
[Epoch: 26, PPL: 300.4447, Best PPL: 300.4447]
[Epoch: 27, PPL: 297.3045, Best PPL: 297.3045]
[Epoch: 28, PPL: 294.1068, Best PPL: 294.1068]
[Epoch: 29, PPL: 291.2091, Best PPL: 291.2091]
[Epoch: 30, PPL: 288.3256, Best PPL: 288.3256]
[Epoch: 31, PPL: 285.7033, Best PPL: 285.7033]
[Epoch: 32, PPL: 283.2894, Best PPL: 283.2894]
[Epoch: 33, PPL: 281.1224, Best PPL: 281.1224]
[Epoch: 34, PPL: 278.2328, Best PPL: 278.2328]
[Epoch: 35, PPL: 275.9823, Best PPL: 275.9823]
[Epoch: 36, PPL: 273.9588, Best PPL: 273.9588]
[Epoch: 37, PPL: 271.7265, Best PPL: 271.7265]
[Epoch: 38, PPL: 269.9455, Best PPL: 269.9455]
[Epoch: 39, PPL: 268.0290, Best PPL: 268.0290]
[Epoch: 40, PPL: 266.2560, Best PPL: 266.2560]
[Epoch: 41, PPL: 264.2243, Best PPL: 264.2243]
[Epoch: 42, PPL: 262.1975, Best PPL: 262.1975]
[Epoch: 43, PPL: 260.7783, Best PPL: 260.7783]
[Epoch: 44, PPL: 258.8291, Best PPL: 258.8291]
[Epoch: 45, PPL: 257.4360, Best PPL: 257.4360]
[Epoch: 46, PPL: 255.9274, Best PPL: 255.9274]
[Epoch: 47, PPL: 254.6991, Best PPL: 254.6991]
[Epoch: 48, PPL: 253.5355, Best PPL: 253.5355]
[Epoch: 49, PPL: 251.8240, Best PPL: 251.8240]
[Epoch: 50, PPL: 250.8092, Best PPL: 250.8092]
[Epoch: 51, PPL: 249.6322, Best PPL: 249.6322]
[Epoch: 52, PPL: 247.7719, Best PPL: 247.7719]
[Epoch: 53, PPL: 246.4546, Best PPL: 246.4546]
[Epoch: 54, PPL: 245.3230, Best PPL: 245.3230]
[Epoch: 55, PPL: 244.1238, Best PPL: 244.1238]
[Epoch: 56, PPL: 242.9568, Best PPL: 242.9568]
[Epoch: 57, PPL: 241.8230, Best PPL: 241.8230]
[Epoch: 58, PPL: 240.7137, Best PPL: 240.7137]
[Epoch: 59, PPL: 239.7189, Best PPL: 239.7189]
[Epoch: 60, PPL: 238.6494, Best PPL: 238.6494]
[Epoch: 61, PPL: 237.9075, Best PPL: 237.9075]
[Epoch: 62, PPL: 236.6908, Best PPL: 236.6908]
[Epoch: 63, PPL: 235.8227, Best PPL: 235.8227]
[Epoch: 64, PPL: 234.9866, Best PPL: 234.9866]
[Epoch: 65, PPL: 233.9537, Best PPL: 233.9537]
[Epoch: 66, PPL: 233.4174, Best PPL: 233.4174]
[Epoch: 67, PPL: 232.2587, Best PPL: 232.2587]
[Epoch: 68, PPL: 231.4878, Best PPL: 231.4878]
[Epoch: 69, PPL: 230.6278, Best PPL: 230.6278]
[Epoch: 70, PPL: 229.7823, Best PPL: 229.7823]
[Epoch: 71, PPL: 229.1286, Best PPL: 229.1286]
[Epoch: 72, PPL: 228.7783, Best PPL: 228.7783]
[Epoch: 73, PPL: 227.3293, Best PPL: 227.3293]
[Epoch: 74, PPL: 226.9839, Best PPL: 226.9839]
[Epoch: 75, PPL: 225.8602, Best PPL: 225.8602]
[Epoch: 76, PPL: 225.1120, Best PPL: 225.1120]
[Epoch: 77, PPL: 224.7709, Best PPL: 224.7709]
[Epoch: 78, PPL: 223.6288, Best PPL: 223.6288]
[Epoch: 79, PPL: 223.3788, Best PPL: 223.3788]
[Epoch: 80, PPL: 222.5639, Best PPL: 222.5639]
[Epoch: 81, PPL: 221.8191, Best PPL: 221.8191]
[Epoch: 82, PPL: 221.3077, Best PPL: 221.3077]
[Epoch: 83, PPL: 220.3750, Best PPL: 220.3750]
[Epoch: 84, PPL: 220.2751, Best PPL: 220.2751]
[Epoch: 85, PPL: 220.2470, Best PPL: 220.2470]
[Epoch: 86, PPL: 218.7645, Best PPL: 218.7645]
[Epoch: 87, PPL: 218.3891, Best PPL: 218.3891]
[Epoch: 88, PPL: 217.8788, Best PPL: 217.8788]
[Epoch: 89, PPL: 217.8650, Best PPL: 217.8650]
[Epoch: 90, PPL: 216.6313, Best PPL: 216.6313]
[Epoch: 91, PPL: 216.1011, Best PPL: 216.1011]
[Epoch: 92, PPL: 215.5480, Best PPL: 215.5480]
[Epoch: 93, PPL: 215.0246, Best PPL: 215.0246]
[Epoch: 94, PPL: 214.0929, Best PPL: 214.0929]
[Epoch: 95, PPL: 213.9363, Best PPL: 213.9363]
[Epoch: 96, PPL: 213.3305, Best PPL: 213.3305]
[Epoch: 97, PPL: 213.2231, Best PPL: 213.2231]
[Epoch: 98, PPL: 212.6329, Best PPL: 212.6329]
[Epoch: 99, PPL: 211.7629, Best PPL: 211.7629]
