[Optimizer: SGD, Hidden-size: 250, Embedding-size: 300, Learning-rate: 0.05]
[Epoch: 1, PPL: 727.5590, Best PPL: 727.5590]
[Epoch: 2, PPL: 572.8246, Best PPL: 572.8246]
[Epoch: 3, PPL: 508.4677, Best PPL: 508.4677]
[Epoch: 4, PPL: 467.1722, Best PPL: 467.1722]
[Epoch: 5, PPL: 438.1155, Best PPL: 438.1155]
[Epoch: 6, PPL: 415.7437, Best PPL: 415.7437]
[Epoch: 7, PPL: 397.3253, Best PPL: 397.3253]
[Epoch: 8, PPL: 382.3009, Best PPL: 382.3009]
[Epoch: 9, PPL: 369.2064, Best PPL: 369.2064]
[Epoch: 10, PPL: 357.8635, Best PPL: 357.8635]
[Epoch: 11, PPL: 347.5150, Best PPL: 347.5150]
[Epoch: 12, PPL: 338.5111, Best PPL: 338.5111]
[Epoch: 13, PPL: 330.3734, Best PPL: 330.3734]
[Epoch: 14, PPL: 322.5144, Best PPL: 322.5144]
[Epoch: 15, PPL: 316.1947, Best PPL: 316.1947]
[Epoch: 16, PPL: 309.7097, Best PPL: 309.7097]
[Epoch: 17, PPL: 303.5375, Best PPL: 303.5375]
[Epoch: 18, PPL: 298.7392, Best PPL: 298.7392]
[Epoch: 19, PPL: 293.6640, Best PPL: 293.6640]
[Epoch: 20, PPL: 289.0858, Best PPL: 289.0858]
[Epoch: 21, PPL: 284.3062, Best PPL: 284.3062]
[Epoch: 22, PPL: 280.6462, Best PPL: 280.6462]
[Epoch: 23, PPL: 276.4752, Best PPL: 276.4752]
[Epoch: 24, PPL: 272.6814, Best PPL: 272.6814]
[Epoch: 25, PPL: 269.1494, Best PPL: 269.1494]
[Epoch: 26, PPL: 265.9043, Best PPL: 265.9043]
[Epoch: 27, PPL: 262.8246, Best PPL: 262.8246]
[Epoch: 28, PPL: 260.1171, Best PPL: 260.1171]
[Epoch: 29, PPL: 257.7804, Best PPL: 257.7804]
[Epoch: 30, PPL: 254.7534, Best PPL: 254.7534]
[Epoch: 31, PPL: 253.0576, Best PPL: 253.0576]
[Epoch: 32, PPL: 250.1729, Best PPL: 250.1729]
[Epoch: 33, PPL: 247.4419, Best PPL: 247.4419]
[Epoch: 34, PPL: 245.3181, Best PPL: 245.3181]
[Epoch: 35, PPL: 244.1096, Best PPL: 244.1096]
