[Model: LSTM, With droput, Optimizer: SGD, Hidden-size: 250, Embedding-size: 350, Learning-rate: 0.5]
[Epoch: 1, PPL: 483.8994, Best PPL: 483.8994]
[Epoch: 2, PPL: 363.4641, Best PPL: 363.4641]
[Epoch: 3, PPL: 313.0494, Best PPL: 313.0494]
[Epoch: 4, PPL: 287.4806, Best PPL: 287.4806]
[Epoch: 5, PPL: 263.6760, Best PPL: 263.6760]
[Epoch: 6, PPL: 244.7555, Best PPL: 244.7555]
[Epoch: 7, PPL: 233.7868, Best PPL: 233.7868]
[Epoch: 8, PPL: 226.9424, Best PPL: 226.9424]
[Epoch: 9, PPL: 217.7703, Best PPL: 217.7703]
[Epoch: 10, PPL: 206.9418, Best PPL: 206.9418]
[Epoch: 11, PPL: 200.2673, Best PPL: 200.2673]
[Epoch: 12, PPL: 194.8811, Best PPL: 194.8811]
[Epoch: 13, PPL: 189.7229, Best PPL: 189.7229]
[Epoch: 14, PPL: 185.0087, Best PPL: 185.0087]
[Epoch: 15, PPL: 182.6908, Best PPL: 182.6908]
[Epoch: 16, PPL: 177.7527, Best PPL: 177.7527]
[Epoch: 17, PPL: 174.8358, Best PPL: 174.8358]
[Epoch: 18, PPL: 173.3497, Best PPL: 173.3497]
[Epoch: 19, PPL: 169.6407, Best PPL: 169.6407]
[Epoch: 20, PPL: 166.4391, Best PPL: 166.4391]
[Epoch: 21, PPL: 164.2404, Best PPL: 164.2404]
[Epoch: 22, PPL: 163.0056, Best PPL: 163.0056]
[Epoch: 23, PPL: 161.4247, Best PPL: 161.4247]
[Epoch: 24, PPL: 159.9126, Best PPL: 159.9126]
[Epoch: 25, PPL: 157.3542, Best PPL: 157.3542]
[Epoch: 26, PPL: 156.4534, Best PPL: 156.4534]
[Epoch: 27, PPL: 154.3218, Best PPL: 154.3218]
[Epoch: 28, PPL: 152.8915, Best PPL: 152.8915]
[Epoch: 29, PPL: 151.6402, Best PPL: 151.6402]
[Epoch: 30, PPL: 150.4081, Best PPL: 150.4081]
[Epoch: 31, PPL: 149.3216, Best PPL: 149.3216]
[Epoch: 32, PPL: 148.2026, Best PPL: 148.2026]
[Epoch: 33, PPL: 148.8979, Best PPL: 148.2026]
[Epoch: 34, PPL: 146.5809, Best PPL: 146.5809]
[Epoch: 35, PPL: 144.9544, Best PPL: 144.9544]
[Epoch: 36, PPL: 144.2346, Best PPL: 144.2346]
[Epoch: 37, PPL: 144.2520, Best PPL: 144.2346]
[Epoch: 38, PPL: 143.7935, Best PPL: 143.7935]
[Epoch: 39, PPL: 141.9349, Best PPL: 141.9349]
[Epoch: 40, PPL: 141.5106, Best PPL: 141.5106]
[Epoch: 41, PPL: 140.7718, Best PPL: 140.7718]
[Epoch: 42, PPL: 139.7812, Best PPL: 139.7812]
[Epoch: 43, PPL: 139.1896, Best PPL: 139.1896]
[Epoch: 44, PPL: 138.9794, Best PPL: 138.9794]
[Epoch: 45, PPL: 138.8466, Best PPL: 138.8466]
[Epoch: 46, PPL: 137.6109, Best PPL: 137.6109]
[Epoch: 47, PPL: 137.5505, Best PPL: 137.5505]
[Epoch: 48, PPL: 137.0547, Best PPL: 137.0547]
[Epoch: 49, PPL: 136.8643, Best PPL: 136.8643]
[Epoch: 50, PPL: 136.0237, Best PPL: 136.0237]
[Epoch: 51, PPL: 135.5887, Best PPL: 135.5887]
[Epoch: 52, PPL: 135.5903, Best PPL: 135.5887]
[Epoch: 53, PPL: 135.0699, Best PPL: 135.0699]
[Epoch: 54, PPL: 134.1828, Best PPL: 134.1828]
[Epoch: 55, PPL: 134.2563, Best PPL: 134.1828]
[Epoch: 56, PPL: 133.7001, Best PPL: 133.7001]
[Epoch: 57, PPL: 133.3517, Best PPL: 133.3517]
[Epoch: 58, PPL: 132.6241, Best PPL: 132.6241]
[Epoch: 59, PPL: 132.7191, Best PPL: 132.6241]
[Epoch: 60, PPL: 132.4978, Best PPL: 132.4978]
[Epoch: 61, PPL: 132.2592, Best PPL: 132.2592]
[Epoch: 62, PPL: 132.1684, Best PPL: 132.1684]
[Epoch: 63, PPL: 131.4358, Best PPL: 131.4358]
[Epoch: 64, PPL: 131.3453, Best PPL: 131.3453]
[Epoch: 65, PPL: 131.0527, Best PPL: 131.0527]
[Epoch: 66, PPL: 130.6993, Best PPL: 130.6993]
[Epoch: 67, PPL: 130.9689, Best PPL: 130.6993]
[Epoch: 68, PPL: 130.9374, Best PPL: 130.6993]
[Epoch: 69, PPL: 130.4306, Best PPL: 130.4306]
[Epoch: 70, PPL: 129.7564, Best PPL: 129.7564]
[Epoch: 71, PPL: 129.5413, Best PPL: 129.5413]
[Epoch: 72, PPL: 129.7783, Best PPL: 129.5413]
[Epoch: 73, PPL: 129.5282, Best PPL: 129.5282]
[Epoch: 74, PPL: 129.3903, Best PPL: 129.3903]
[Epoch: 75, PPL: 129.0008, Best PPL: 129.0008]
[Epoch: 76, PPL: 128.8606, Best PPL: 128.8606]
[Epoch: 77, PPL: 128.5939, Best PPL: 128.5939]
[Epoch: 78, PPL: 128.5539, Best PPL: 128.5539]
[Epoch: 79, PPL: 128.7510, Best PPL: 128.5539]
[Epoch: 80, PPL: 128.1151, Best PPL: 128.1151]
[Epoch: 81, PPL: 128.2832, Best PPL: 128.1151]
[Epoch: 82, PPL: 128.5960, Best PPL: 128.1151]
[Epoch: 83, PPL: 127.7651, Best PPL: 127.7651]
[Epoch: 84, PPL: 127.3596, Best PPL: 127.3596]
[Epoch: 85, PPL: 127.7392, Best PPL: 127.3596]
[Epoch: 86, PPL: 127.6269, Best PPL: 127.3596]
[Epoch: 87, PPL: 127.0925, Best PPL: 127.0925]
[Epoch: 88, PPL: 127.1445, Best PPL: 127.0925]
[Epoch: 89, PPL: 127.9102, Best PPL: 127.0925]
[Epoch: 90, PPL: 126.9805, Best PPL: 126.9805]
[Epoch: 91, PPL: 126.8145, Best PPL: 126.8145]
[Epoch: 92, PPL: 127.2222, Best PPL: 126.8145]
[Epoch: 93, PPL: 126.9422, Best PPL: 126.8145]
[Epoch: 94, PPL: 126.3007, Best PPL: 126.3007]
[Epoch: 95, PPL: 126.5092, Best PPL: 126.3007]
[Epoch: 96, PPL: 126.3819, Best PPL: 126.3007]
[Epoch: 97, PPL: 126.3037, Best PPL: 126.3007]
