[Optimizer: SGD, Hidden-size: 250, Embedding-size: 300, Learning-rate: 0.1]
[Epoch: 1, PPL: 571.8927, Best PPL: 571.8927]
[Epoch: 2, PPL: 465.5369, Best PPL: 465.5369]
[Epoch: 3, PPL: 413.3019, Best PPL: 413.3019]
[Epoch: 4, PPL: 380.1037, Best PPL: 380.1037]
[Epoch: 5, PPL: 355.1225, Best PPL: 355.1225]
[Epoch: 6, PPL: 336.6488, Best PPL: 336.6488]
[Epoch: 7, PPL: 320.6704, Best PPL: 320.6704]
[Epoch: 8, PPL: 309.0141, Best PPL: 309.0141]
[Epoch: 9, PPL: 297.1775, Best PPL: 297.1775]
[Epoch: 10, PPL: 288.6318, Best PPL: 288.6318]
[Epoch: 11, PPL: 279.7198, Best PPL: 279.7198]
[Epoch: 12, PPL: 273.2269, Best PPL: 273.2269]
[Epoch: 13, PPL: 267.1953, Best PPL: 267.1953]
[Epoch: 14, PPL: 260.9776, Best PPL: 260.9776]
[Epoch: 15, PPL: 254.7013, Best PPL: 254.7013]
[Epoch: 16, PPL: 250.6180, Best PPL: 250.6180]
[Epoch: 17, PPL: 248.5212, Best PPL: 248.5212]
[Epoch: 18, PPL: 243.5176, Best PPL: 243.5176]
[Epoch: 19, PPL: 239.6090, Best PPL: 239.6090]
[Epoch: 20, PPL: 235.8903, Best PPL: 235.8903]
[Epoch: 21, PPL: 234.8874, Best PPL: 234.8874]
[Epoch: 22, PPL: 228.1265, Best PPL: 228.1265]
[Epoch: 23, PPL: 225.6488, Best PPL: 225.6488]
[Epoch: 24, PPL: 223.5842, Best PPL: 223.5842]
[Epoch: 25, PPL: 220.9543, Best PPL: 220.9543]
[Epoch: 26, PPL: 222.0748, Best PPL: 220.9543]
[Epoch: 27, PPL: 218.2590, Best PPL: 218.2590]
[Epoch: 28, PPL: 214.1104, Best PPL: 214.1104]
[Epoch: 29, PPL: 212.8371, Best PPL: 212.8371]
[Epoch: 30, PPL: 210.6308, Best PPL: 210.6308]
[Epoch: 31, PPL: 209.0636, Best PPL: 209.0636]
[Epoch: 32, PPL: 207.0416, Best PPL: 207.0416]
[Epoch: 33, PPL: 206.9637, Best PPL: 206.9637]
[Epoch: 34, PPL: 205.1941, Best PPL: 205.1941]
[Epoch: 35, PPL: 202.9110, Best PPL: 202.9110]
[Epoch: 36, PPL: 202.1862, Best PPL: 202.1862]
[Epoch: 37, PPL: 200.8805, Best PPL: 200.8805]
[Epoch: 38, PPL: 199.5775, Best PPL: 199.5775]
[Epoch: 39, PPL: 198.6251, Best PPL: 198.6251]
[Epoch: 40, PPL: 197.1348, Best PPL: 197.1348]
[Epoch: 41, PPL: 195.6927, Best PPL: 195.6927]
[Epoch: 42, PPL: 194.6380, Best PPL: 194.6380]
[Epoch: 43, PPL: 193.6147, Best PPL: 193.6147]
[Epoch: 44, PPL: 195.0248, Best PPL: 193.6147]
[Epoch: 45, PPL: 193.0732, Best PPL: 193.0732]
[Epoch: 46, PPL: 199.0792, Best PPL: 193.0732]
[Epoch: 47, PPL: 191.7538, Best PPL: 191.7538]
[Epoch: 48, PPL: 189.2939, Best PPL: 189.2939]
[Epoch: 49, PPL: 188.4223, Best PPL: 188.4223]
[Epoch: 50, PPL: 186.8026, Best PPL: 186.8026]
[Epoch: 51, PPL: 186.6252, Best PPL: 186.6252]
[Epoch: 52, PPL: 185.6500, Best PPL: 185.6500]
[Epoch: 53, PPL: 188.6728, Best PPL: 185.6500]
[Epoch: 54, PPL: 186.3485, Best PPL: 185.6500]
[Epoch: 55, PPL: 185.1718, Best PPL: 185.1718]
[Epoch: 56, PPL: 185.4055, Best PPL: 185.1718]
[Epoch: 57, PPL: 182.3871, Best PPL: 182.3871]
[Epoch: 58, PPL: 182.8874, Best PPL: 182.3871]
[Epoch: 59, PPL: 181.7475, Best PPL: 181.7475]
[Epoch: 60, PPL: 182.6154, Best PPL: 181.7475]
[Epoch: 61, PPL: 181.1210, Best PPL: 181.1210]
[Epoch: 62, PPL: 180.8067, Best PPL: 180.8067]
[Epoch: 63, PPL: 179.5589, Best PPL: 179.5589]
[Epoch: 64, PPL: 179.2882, Best PPL: 179.2882]
[Epoch: 65, PPL: 177.9198, Best PPL: 177.9198]
[Epoch: 66, PPL: 177.9676, Best PPL: 177.9198]
[Epoch: 67, PPL: 177.7693, Best PPL: 177.7693]
[Epoch: 68, PPL: 177.4404, Best PPL: 177.4404]
[Epoch: 69, PPL: 177.6159, Best PPL: 177.4404]
[Epoch: 70, PPL: 176.4348, Best PPL: 176.4348]
[Epoch: 71, PPL: 176.0488, Best PPL: 176.0488]
[Epoch: 72, PPL: 176.5233, Best PPL: 176.0488]
[Epoch: 73, PPL: 174.7370, Best PPL: 174.7370]
[Epoch: 74, PPL: 175.5377, Best PPL: 174.7370]
[Epoch: 75, PPL: 174.0710, Best PPL: 174.0710]
[Epoch: 76, PPL: 174.2711, Best PPL: 174.0710]
[Epoch: 77, PPL: 173.7169, Best PPL: 173.7169]
[Epoch: 78, PPL: 175.0071, Best PPL: 173.7169]
