[Optimizer: SGD, Hidden-size: 200, Embedding-size: 350, Learning-rate: 0.1]
[Epoch: 1, PPL: 593.0896, Best PPL: 593.0896]
[Epoch: 2, PPL: 476.6284, Best PPL: 476.6284]
[Epoch: 3, PPL: 423.8063, Best PPL: 423.8063]
[Epoch: 4, PPL: 390.0892, Best PPL: 390.0892]
[Epoch: 5, PPL: 367.0624, Best PPL: 367.0624]
[Epoch: 6, PPL: 347.2723, Best PPL: 347.2723]
[Epoch: 7, PPL: 333.0786, Best PPL: 333.0786]
[Epoch: 8, PPL: 319.4095, Best PPL: 319.4095]
[Epoch: 9, PPL: 308.7290, Best PPL: 308.7290]
[Epoch: 10, PPL: 299.1682, Best PPL: 299.1682]
[Epoch: 11, PPL: 291.6669, Best PPL: 291.6669]
[Epoch: 12, PPL: 283.8938, Best PPL: 283.8938]
[Epoch: 13, PPL: 277.2048, Best PPL: 277.2048]
[Epoch: 14, PPL: 273.2523, Best PPL: 273.2523]
[Epoch: 15, PPL: 265.7955, Best PPL: 265.7955]
[Epoch: 16, PPL: 260.6295, Best PPL: 260.6295]
[Epoch: 17, PPL: 255.6402, Best PPL: 255.6402]
[Epoch: 18, PPL: 251.2019, Best PPL: 251.2019]
[Epoch: 19, PPL: 247.5103, Best PPL: 247.5103]
[Epoch: 20, PPL: 244.4826, Best PPL: 244.4826]
[Epoch: 21, PPL: 239.9276, Best PPL: 239.9276]
[Epoch: 22, PPL: 236.9630, Best PPL: 236.9630]
[Epoch: 23, PPL: 233.8856, Best PPL: 233.8856]
[Epoch: 24, PPL: 230.7969, Best PPL: 230.7969]
[Epoch: 25, PPL: 228.2804, Best PPL: 228.2804]
[Epoch: 26, PPL: 227.0564, Best PPL: 227.0564]
[Epoch: 27, PPL: 224.2022, Best PPL: 224.2022]
[Epoch: 28, PPL: 220.7197, Best PPL: 220.7197]
[Epoch: 29, PPL: 219.2869, Best PPL: 219.2869]
[Epoch: 30, PPL: 216.8070, Best PPL: 216.8070]
[Epoch: 31, PPL: 215.3861, Best PPL: 215.3861]
[Epoch: 32, PPL: 215.1875, Best PPL: 215.1875]
[Epoch: 33, PPL: 213.2777, Best PPL: 213.2777]
[Epoch: 34, PPL: 212.3322, Best PPL: 212.3322]
[Epoch: 35, PPL: 209.8066, Best PPL: 209.8066]
[Epoch: 36, PPL: 207.2984, Best PPL: 207.2984]
[Epoch: 37, PPL: 205.9543, Best PPL: 205.9543]
[Epoch: 38, PPL: 204.0192, Best PPL: 204.0192]
[Epoch: 39, PPL: 203.0737, Best PPL: 203.0737]
[Epoch: 40, PPL: 201.4975, Best PPL: 201.4975]
[Epoch: 41, PPL: 200.4380, Best PPL: 200.4380]
